# ---------------------------------- WARNING ----------------------------------------,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,
# for any damages resulting from its use.,,,,,,,
#,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,
#,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,
#,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,
# retrieved: 2020-02-12 03:23:56 EST       (nadww01),,,,,,,
#,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,
#    USGS 01632900 SMITH CREEK NEAR NEW MARKET, VA,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,
#,,,,,,,
# Data provided for site 01632900,,,,,,,
#            TS   parameter     Description,,,,,,,
#        146482       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius,,,,
#        146484       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), [YSI 6136]
#        146485       00300     Dissolved oxygen, water, unfiltered, milligrams per liter,,,,
#        217800       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), [YSI EXO]
#,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,
#        ,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,
# ,,,,,,,
"agency_cd	site_no	datetime	tz_cd	146482_00095	146482_00095_cd	146484_63680	146484_63680_cd	146485_00300	146485_00300_cd",,,,,,,
"USGS	01632900	2017-02-21 13:15	EST	496	A	0.0	A	13.4	A",,,,,,,
"USGS	01632900	2017-02-21 13:30	EST	496	A	-0.0	A	13.4	A",,,,,,,
"USGS	01632900	2017-02-21 13:45	EST	496	A	0.5	A	13.4	A",,,,,,,
"USGS	01632900	2017-02-21 14:00	EST	496	A			13.5	A",,,,,,,
"USGS	01632900	2017-02-21 14:15	EST	495	A	0.0	A	13.7	A",,,,,,,
"USGS	01632900	2017-02-21 14:30	EST	494	A	-0.0	A	13.8	A",,,,,,,
"USGS	01632900	2017-02-21 14:45	EST	494	A	0.0	A	13.8	A",,,,,,,
"USGS	01632900	2017-02-21 15:00	EST	493	A	0.0	A	13.9	A",,,,,,,
"USGS	01632900	2017-02-21 15:15	EST	493	A	0.0	A	13.9	A",,,,,,,
"USGS	01632900	2017-02-21 15:30	EST	492	A	0.0	A	13.9	A",,,,,,,
"USGS	01632900	2017-02-21 15:45	EST	491	A	0.0	A	13.8	A",,,,,,,
"USGS	01632900	2017-02-21 16:00	EST	490	A	0.0	A	13.8	A",,,,,,,
"USGS	01632900	2017-02-21 16:15	EST	489	A	-0.0	A	13.8	A",,,,,,,
"USGS	01632900	2017-02-21 16:30	EST	488	A	0.0	A	13.7	A",,,,,,,
"USGS	01632900	2017-02-21 16:45	EST	488	A	-0.0	A	13.7	A",,,,,,,
"USGS	01632900	2017-02-21 17:00	EST	487	A	0.0	A	13.6	A",,,,,,,
"USGS	01632900	2017-02-21 17:15	EST	486	A	0.0	A	13.5	A",,,,,,,
"USGS	01632900	2017-02-21 17:30	EST	485	A	0.0	A	13.3	A",,,,,,,
"USGS	01632900	2017-02-21 17:45	EST	485	A	0.0	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-21 18:00	EST	484	A	0.0	A	13.1	A",,,,,,,
"USGS	01632900	2017-02-21 18:15	EST	483	A	0.0	A	13.0	A",,,,,,,
"USGS	01632900	2017-02-21 18:30	EST	482	A	0.0	A	12.8	A",,,,,,,
"USGS	01632900	2017-02-21 18:45	EST	481	A	0.0	A	12.7	A",,,,,,,
"USGS	01632900	2017-02-21 19:00	EST	481	A	0.1	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-21 19:15	EST	480	A	0.1	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-21 19:30	EST	479	A	0.7	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-21 19:45	EST	479	A	0.3	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-21 20:00	EST	478	A	0.3	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-21 20:15	EST	477	A	0.4	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-21 20:30	EST	477	A	0.3	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-21 20:45	EST	477	A	0.2	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-21 21:00	EST	476	A	0.2	A	11.9	A",,,,,,,
"USGS	01632900	2017-02-21 21:15	EST	476	A	0.4	A	11.8	A",,,,,,,
"USGS	01632900	2017-02-21 21:30	EST	476	A	0.5	A	11.7	A",,,,,,,
"USGS	01632900	2017-02-21 21:45	EST	476	A	0.2	A	11.6	A",,,,,,,
"USGS	01632900	2017-02-21 22:00	EST	476	A	0.7	A	11.5	A",,,,,,,
"USGS	01632900	2017-02-21 22:15	EST	476	A	0.1	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-21 22:30	EST	477	A	1.1	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-21 22:45	EST	477	A	0.4	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-21 23:00	EST	477	A	0.3	A	11.1	A",,,,,,,
"USGS	01632900	2017-02-21 23:15	EST	478	A	0.3	A	11.1	A",,,,,,,
"USGS	01632900	2017-02-21 23:30	EST	478	A	0.3	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-21 23:45	EST	478	A	0.3	A	10.9	A",,,,,,,
"USGS	01632900	2017-02-22 00:00	EST	478	A	0.5	A	10.8	A",,,,,,,
"USGS	01632900	2017-02-22 00:15	EST	479	A	0.3	A	10.8	A",,,,,,,
"USGS	01632900	2017-02-22 00:30	EST	480	A	0.4	A	10.7	A",,,,,,,
"USGS	01632900	2017-02-22 00:45	EST	480	A	0.3	A	10.6	A",,,,,,,
"USGS	01632900	2017-02-22 01:00	EST	480	A	0.7	A	10.5	A",,,,,,,
"USGS	01632900	2017-02-22 01:15	EST	481	A	0.4	A	10.5	A",,,,,,,
"USGS	01632900	2017-02-22 01:30	EST	481	A	0.6	A	10.4	A",,,,,,,
"USGS	01632900	2017-02-22 01:45	EST	482	A	0.4	A	10.3	A",,,,,,,
"USGS	01632900	2017-02-22 02:00	EST	482	A	0.6	A	10.3	A",,,,,,,
"USGS	01632900	2017-02-22 02:15	EST	483	A	0.4	A	10.2	A",,,,,,,
"USGS	01632900	2017-02-22 02:30	EST	483	A	0.3	A	10.2	A",,,,,,,
"USGS	01632900	2017-02-22 02:45	EST	484	A	0.3	A	10.1	A",,,,,,,
"USGS	01632900	2017-02-22 03:00	EST	484	A	0.4	A	9.9	A",,,,,,,
"USGS	01632900	2017-02-22 03:15	EST	485	A	0.4	A	10.0	A",,,,,,,
"USGS	01632900	2017-02-22 03:30	EST	485	A	0.4	A	9.8	A",,,,,,,
"USGS	01632900	2017-02-22 03:45	EST	486	A	0.4	A	9.8	A",,,,,,,
"USGS	01632900	2017-02-22 04:00	EST	486	A	0.3	A	9.8	A",,,,,,,
"USGS	01632900	2017-02-22 04:15	EST	486	A	0.3	A	9.7	A",,,,,,,
"USGS	01632900	2017-02-22 04:30	EST	487	A	0.4	A	9.7	A",,,,,,,
"USGS	01632900	2017-02-22 04:45	EST	487	A	0.5	A	9.7	A",,,,,,,
"USGS	01632900	2017-02-22 05:00	EST	488	A	0.5	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-22 05:15	EST	488	A	0.5	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-22 05:30	EST	488	A	0.5	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-22 05:45	EST	488	A	0.6	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-22 06:00	EST	489	A	0.6	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-22 06:15	EST	489	A	0.4	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-22 06:30	EST	490	A	0.4	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-22 06:45	EST	490	A	0.7	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-22 07:00	EST	490	A			9.5	A",,,,,,,
"USGS	01632900	2017-02-22 07:15	EST	491	A	0.2	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-22 07:30	EST	491	A	0.4	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-22 07:45	EST	491	A	0.3	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-22 08:00	EST	492	A	0.2	A	9.7	A",,,,,,,
"USGS	01632900	2017-02-22 08:15	EST	492	A	0.2	A	9.7	A",,,,,,,
"USGS	01632900	2017-02-22 08:30	EST	492	A	0.5	A	9.8	A",,,,,,,
"USGS	01632900	2017-02-22 08:45	EST	492	A	0.3	A	10.0	A",,,,,,,
"USGS	01632900	2017-02-22 09:00	EST	493	A	0.2	A	10.3	A",,,,,,,
"USGS	01632900	2017-02-22 09:15	EST	493	A	0.2	A	10.4	A",,,,,,,
"USGS	01632900	2017-02-22 09:30	EST	493	A			10.5	A",,,,,,,
"USGS	01632900	2017-02-22 11:45	EST	495	A	0.5	A	11.9	A",,,,,,,
"USGS	01632900	2017-02-22 12:00	EST	495	A	0.4	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-22 12:15	EST	495	A	0.5	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-22 12:30	EST	495	A	0.5	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-22 12:45	EST	495	A	0.5	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-22 13:00	EST	494	A	0.5	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-22 13:15	EST	494	A	0.5	A	12.7	A",,,,,,,
"USGS	01632900	2017-02-22 13:30	EST	494	A	0.5	A	12.8	A",,,,,,,
"USGS	01632900	2017-02-22 13:45	EST	494	A	0.5	A	12.9	A",,,,,,,
"USGS	01632900	2017-02-22 14:00	EST	493	A	0.6	A	13.0	A",,,,,,,
"USGS	01632900	2017-02-22 14:15	EST	493	A	1.0	A	13.0	A",,,,,,,
"USGS	01632900	2017-02-22 14:30	EST	493	A	0.7	A	13.1	A",,,,,,,
"USGS	01632900	2017-02-22 14:45	EST	492	A	1.1	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-22 15:00	EST	492	A	2.7	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-22 15:15	EST	491	A	2.3	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-22 15:30	EST	490	A	1.6	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-22 15:45	EST	490	A	1.0	A	13.2	A",,,,,,,
"USGS	01632900	2017-02-22 16:00	EST	489	A	0.8	A	13.1	A",,,,,,,
"USGS	01632900	2017-02-22 16:15	EST	488	A	0.7	A	13.1	A",,,,,,,
"USGS	01632900	2017-02-22 16:30	EST	487	A	0.9	A	13.1	A",,,,,,,
"USGS	01632900	2017-02-22 16:45	EST	486	A	1.4	A	13.0	A",,,,,,,
"USGS	01632900	2017-02-22 17:00	EST	486	A	1.3	A	12.9	A",,,,,,,
"USGS	01632900	2017-02-22 17:15	EST	485	A	1.0	A	12.8	A",,,,,,,
"USGS	01632900	2017-02-22 17:30	EST	485	A	0.8	A	12.7	A",,,,,,,
"USGS	01632900	2017-02-22 17:45	EST	484	A	1.6	A	12.6	A",,,,,,,
"USGS	01632900	2017-02-22 18:00	EST	484	A	1.5	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-22 18:15	EST	483	A	1.0	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-22 18:30	EST	482	A	0.8	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-22 18:45	EST	482	A	1.0	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-22 19:00	EST	481	A	1.4	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-22 19:15	EST	481	A	0.9	A	11.9	A",,,,,,,
"USGS	01632900	2017-02-22 19:30	EST	481	A	1.2	A	11.8	A",,,,,,,
"USGS	01632900	2017-02-22 19:45	EST	481	A	1.1	A	11.7	A",,,,,,,
"USGS	01632900	2017-02-22 20:00	EST	480	A	1.0	A	11.6	A",,,,,,,
"USGS	01632900	2017-02-22 20:15	EST	479	A	0.8	A	11.6	A",,,,,,,
"USGS	01632900	2017-02-22 20:30	EST	478	A	1.0	A	11.5	A",,,,,,,
"USGS	01632900	2017-02-22 20:45	EST	478	A	0.9	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-22 21:00	EST	477	A	1.0	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-22 21:15	EST	477	A	1.5	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-22 21:30	EST	476	A	1.3	A	11.1	A",,,,,,,
"USGS	01632900	2017-02-22 21:45	EST	476	A	1.3	A	11.1	A",,,,,,,
"USGS	01632900	2017-02-22 22:00	EST	475	A	1.2	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-22 22:15	EST	475	A	1.2	A	10.9	A",,,,,,,
"USGS	01632900	2017-02-22 22:30	EST	475	A	1.6	A	10.8	A",,,,,,,
"USGS	01632900	2017-02-22 22:45	EST	475	A	2.1	A	10.7	A",,,,,,,
"USGS	01632900	2017-02-22 23:00	EST	475	A	1.9	A	10.6	A",,,,,,,
"USGS	01632900	2017-02-22 23:15	EST	475	A	1.3	A	10.5	A",,,,,,,
"USGS	01632900	2017-02-22 23:30	EST	475	A	1.1	A	10.4	A",,,,,,,
"USGS	01632900	2017-02-22 23:45	EST	475	A	1.1	A	10.4	A",,,,,,,
"USGS	01632900	2017-02-23 00:00	EST	476	A	1.1	A	10.3	A",,,,,,,
"USGS	01632900	2017-02-23 00:15	EST	476	A	1.3	A	10.2	A",,,,,,,
"USGS	01632900	2017-02-23 00:30	EST	476	A	1.7	A	10.1	A",,,,,,,
"USGS	01632900	2017-02-23 00:45	EST	477	A	1.4	A	10.0	A",,,,,,,
"USGS	01632900	2017-02-23 01:00	EST	477	A	1.3	A	10.0	A",,,,,,,
"USGS	01632900	2017-02-23 01:15	EST	478	A	1.3	A	9.9	A",,,,,,,
"USGS	01632900	2017-02-23 01:30	EST	478	A	1.2	A	9.8	A",,,,,,,
"USGS	01632900	2017-02-23 01:45	EST	479	A	1.1	A	9.8	A",,,,,,,
"USGS	01632900	2017-02-23 02:00	EST	479	A	1.4	A	9.7	A",,,,,,,
"USGS	01632900	2017-02-23 02:15	EST	480	A	1.3	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-23 02:30	EST	481	A	1.6	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-23 02:45	EST	481	A	1.4	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-23 03:00	EST	482	A	1.4	A	9.4	A",,,,,,,
"USGS	01632900	2017-02-23 03:15	EST	482	A	1.4	A	9.4	A",,,,,,,
"USGS	01632900	2017-02-23 03:30	EST	486	A	1.3	A	9.3	A",,,,,,,
"USGS	01632900	2017-02-23 03:45	EST	486	A	1.6	A	9.3	A",,,,,,,
"USGS	01632900	2017-02-23 04:00	EST	486	A	2.4	A	9.3	A",,,,,,,
"USGS	01632900	2017-02-23 04:15	EST	488	A	1.7	A	9.2	A",,,,,,,
"USGS	01632900	2017-02-23 04:30	EST	487	A	1.3	A	9.2	A",,,,,,,
"USGS	01632900	2017-02-23 04:45	EST	487	A	1.5	A	9.2	A",,,,,,,
"USGS	01632900	2017-02-23 05:00	EST	488	A	1.2	A	9.1	A",,,,,,,
"USGS	01632900	2017-02-23 05:15	EST	488	A	1.4	A	9.1	A",,,,,,,
"USGS	01632900	2017-02-23 05:30	EST	488	A	1.4	A	9.1	A",,,,,,,
"USGS	01632900	2017-02-23 05:45	EST	489	A	1.2	A	9.1	A",,,,,,,
"USGS	01632900	2017-02-23 06:00	EST	490	A	2.1	A	9.1	A",,,,,,,
"USGS	01632900	2017-02-23 06:15	EST	493	A	1.6	A	9.1	A",,,,,,,
"USGS	01632900	2017-02-23 06:30	EST	492	A	1.3	A	9.1	A",,,,,,,
"USGS	01632900	2017-02-23 06:45	EST	493	A	1.2	A	9.0	A",,,,,,,
"USGS	01632900	2017-02-23 07:00	EST	494	A	1.1	A	9.0	A",,,,,,,
"USGS	01632900	2017-02-23 07:15	EST	494	A	1.1	A	9.0	A",,,,,,,
"USGS	01632900	2017-02-23 07:30	EST	495	A	1.1	A	9.1	A",,,,,,,
"USGS	01632900	2017-02-23 07:45	EST	495	A	0.9	A	9.1	A",,,,,,,
"USGS	01632900	2017-02-23 08:00	EST	496	A	1.0	A	9.2	A",,,,,,,
"USGS	01632900	2017-02-23 08:15	EST	496	A	1.2	A	9.3	A",,,,,,,
"USGS	01632900	2017-02-23 08:30	EST	497	A	1.1	A	9.4	A",,,,,,,
"USGS	01632900	2017-02-23 08:45	EST	497	A	1.5	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-23 09:00	EST	497	A	1.3	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-23 09:15	EST	498	A	1.0	A	9.7	A",,,,,,,
"USGS	01632900	2017-02-23 09:30	EST	498	A	1.0	A	9.9	A",,,,,,,
"USGS	01632900	2017-02-23 09:45	EST	498	A	0.9	A	10.0	A",,,,,,,
"USGS	01632900	2017-02-23 10:00	EST	498	A	0.8	A	10.2	A",,,,,,,
"USGS	01632900	2017-02-23 10:15	EST	498	A	0.7	A	10.4	A",,,,,,,
"USGS	01632900	2017-02-23 10:30	EST	499	A	0.8	A	10.5	A",,,,,,,
"USGS	01632900	2017-02-23 10:45	EST	499	A	0.8	A	10.7	A",,,,,,,
"USGS	01632900	2017-02-23 11:00	EST	499	A	0.8	A	10.9	A",,,,,,,
"USGS	01632900	2017-02-23 11:15	EST	498	A	0.5	A	11.1	A",,,,,,,
"USGS	01632900	2017-02-23 11:30	EST	499	A	0.7	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-23 11:45	EST	499	A	0.7	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-23 12:00	EST	499	A	0.6	A	11.5	A",,,,,,,
"USGS	01632900	2017-02-23 12:15	EST	499	A	0.8	A	11.7	A",,,,,,,
"USGS	01632900	2017-02-23 12:30	EST	499	A	0.7	A	11.8	A",,,,,,,
"USGS	01632900	2017-02-23 12:45	EST	499	A	0.9	A	11.9	A",,,,,,,
"USGS	01632900	2017-02-23 13:00	EST	499	A	0.7	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-23 13:15	EST	498	A	0.8	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-23 13:30	EST	498	A	0.7	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-23 13:45	EST	498	A	0.8	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-23 14:00	EST	498	A	0.8	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-23 14:15	EST	498	A	1.2	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-23 14:30	EST	497	A	0.9	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-23 14:45	EST	497	A	1.1	A	12.4	A",,,,,,,
"USGS	01632900	2017-02-23 15:00	EST	496	A	0.9	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-23 15:15	EST	496	A	1.0	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-23 15:30	EST	495	A	1.0	A	12.5	A",,,,,,,
"USGS	01632900	2017-02-23 15:45	EST	496	A	0.8	A	12.3	A",,,,,,,
"USGS	01632900	2017-02-23 16:00	EST	495	A	1.0	A	12.2	A",,,,,,,
"USGS	01632900	2017-02-23 16:15	EST	496	A	0.7	A	12.1	A",,,,,,,
"USGS	01632900	2017-02-23 16:30	EST	495	A	0.8	A	12.0	A",,,,,,,
"USGS	01632900	2017-02-23 16:45	EST	495	A	0.7	A	11.9	A",,,,,,,
"USGS	01632900	2017-02-23 17:00	EST	495	A	0.7	A	11.7	A",,,,,,,
"USGS	01632900	2017-02-23 17:15	EST	494	A	0.7	A	11.6	A",,,,,,,
"USGS	01632900	2017-02-23 17:30	EST	494	A	0.7	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-23 17:45	EST	494	A	0.7	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-23 18:00	EST	493	A	0.9	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-23 18:15	EST	492	A	0.9	A	11.2	A",,,,,,,
"USGS	01632900	2017-02-23 18:30	EST	491	A	0.8	A	11.1	A",,,,,,,
"USGS	01632900	2017-02-23 18:45	EST	491	A	0.8	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-23 19:00	EST	490	A	1.1	A	10.9	A",,,,,,,
"USGS	01632900	2017-02-23 19:15	EST	489	A	1.2	A	10.8	A",,,,,,,
"USGS	01632900	2017-02-23 19:30	EST	489	A	1.1	A	10.7	A",,,,,,,
"USGS	01632900	2017-02-23 19:45	EST	488	A	1.3	A	10.7	A",,,,,,,
"USGS	01632900	2017-02-23 20:00	EST	486	A	1.6	A	10.6	A",,,,,,,
"USGS	01632900	2017-02-23 20:15	EST	485	A	1.7	A	10.5	A",,,,,,,
"USGS	01632900	2017-02-23 20:30	EST	484	A	1.6	A	10.4	A",,,,,,,
"USGS	01632900	2017-02-23 20:45	EST	483	A	1.4	A	10.3	A",,,,,,,
"USGS	01632900	2017-02-23 21:00	EST	483	A	1.5	A	10.2	A",,,,,,,
"USGS	01632900	2017-02-23 21:15	EST	482	A	1.8	A	10.2	A",,,,,,,
"USGS	01632900	2017-02-23 21:30	EST	482	A	1.4	A	10.1	A",,,,,,,
"USGS	01632900	2017-02-23 21:45	EST	481	A	1.4	A	10.0	A",,,,,,,
"USGS	01632900	2017-02-23 22:00	EST	482	A	1.5	A	9.9	A",,,,,,,
"USGS	01632900	2017-02-23 22:15	EST	481	A	1.4	A	9.8	A",,,,,,,
"USGS	01632900	2017-02-23 22:30	EST	480	A	1.7	A	9.7	A",,,,,,,
"USGS	01632900	2017-02-23 22:45	EST	482	A	1.5	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-23 23:00	EST	481	A	1.7	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-23 23:15	EST	482	A	1.4	A	9.5	A",,,,,,,
"USGS	01632900	2017-02-23 23:30	EST	480	A	1.5	A	9.4	A",,,,,,,
"USGS	01632900	2017-02-23 23:45	EST	484	A	1.5	A	9.3	A",,,,,,,
"USGS	01632900	2017-02-24 00:00	EST	481	A	1.7	A	9.2	A",,,,,,,
"USGS	01632900	2017-02-24 00:15	EST	485	A	1.6	A	9.2	A",,,,,,,
"USGS	01632900	2017-02-24 00:30	EST	485	A	2.0	A	9.1	A",,,,,,,
"USGS	01632900	2017-02-24 00:45	EST	485	A	1.5	A	9.0	A",,,,,,,
"USGS	01632900	2017-02-24 01:00	EST	485	A	1.5	A	9.0	A",,,,,,,
"USGS	01632900	2017-02-24 01:15	EST	485	A	1.6	A	8.9	A",,,,,,,
"USGS	01632900	2017-02-24 01:30	EST	484	A	1.3	A	8.9	A",,,,,,,
"USGS	01632900	2017-02-24 01:45	EST	485	A	1.7	A	8.8	A",,,,,,,
"USGS	01632900	2017-02-24 02:00	EST	487	A	1.4	A	8.8	A",,,,,,,
"USGS	01632900	2017-02-24 02:15	EST	488	A	1.8	A	8.7	A",,,,,,,
"USGS	01632900	2017-02-24 02:30	EST	488	A	1.6	A	8.7	A",,,,,,,
"USGS	01632900	2017-02-24 02:45	EST	488	A	1.6	A	8.6	A",,,,,,,
"USGS	01632900	2017-02-24 03:00	EST	488	A	2.0	A	8.6	A",,,,,,,
"USGS	01632900	2017-02-24 03:15	EST	488	A	1.4	A	8.5	A",,,,,,,
"USGS	01632900	2017-02-24 03:30	EST	488	A	1.4	A	8.5	A",,,,,,,
"USGS	01632900	2017-02-24 03:45	EST	488	A	1.4	A	8.5	A",,,,,,,
"USGS	01632900	2017-02-24 04:00	EST	489	A	1.2	A	8.5	A",,,,,,,
"USGS	01632900	2017-02-24 04:15	EST	489	A	1.7	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 04:30	EST	489	A	1.5	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 04:45	EST	490	A	1.5	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 05:00	EST	490	A	1.7	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 05:15	EST	491	A	1.7	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 05:30	EST	490	A	1.3	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 05:45	EST	491	A	1.3	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 06:00	EST	491	A	1.3	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 06:15	EST	492	A	1.3	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 06:30	EST	492	A	1.4	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 06:45	EST	490	A	1.4	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 07:00	EST	491	A	1.4	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 07:15	EST	492	A	1.5	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 07:30	EST	492	A	1.3	A	8.4	A",,,,,,,
"USGS	01632900	2017-02-24 07:45	EST	492	A	1.0	A	8.5	A",,,,,,,
"USGS	01632900	2017-02-24 08:00	EST	493	A	1.1	A	8.6	A",,,,,,,
"USGS	01632900	2017-02-24 08:15	EST	493	A	1.6	A	8.7	A",,,,,,,
"USGS	01632900	2017-02-24 08:30	EST	494	A	1.0	A	8.8	A",,,,,,,
"USGS	01632900	2017-02-24 08:45	EST	494	A	1.0	A	8.9	A",,,,,,,
"USGS	01632900	2017-02-24 09:00	EST	495	A	1.0	A	9.0	A",,,,,,,
"USGS	01632900	2017-02-24 09:15	EST	494	A	1.9	A	9.1	A",,,,,,,
"USGS	01632900	2017-02-24 09:30	EST	499	A	1.1	A	9.3	A",,,,,,,
"USGS	01632900	2017-02-24 09:45	EST	496	A	1.0	A	9.4	A",,,,,,,
"USGS	01632900	2017-02-24 10:00	EST	496	A	1.3	A	9.6	A",,,,,,,
"USGS	01632900	2017-02-24 10:15	EST	496	A	0.9	A	9.8	A",,,,,,,
"USGS	01632900	2017-02-24 10:30	EST	496	A	0.7	A	10.0	A",,,,,,,
"USGS	01632900	2017-02-24 10:45	EST	496	A	0.7	A	10.2	A",,,,,,,
"USGS	01632900	2017-02-24 11:00	EST	496	A	0.8	A	10.4	A",,,,,,,
"USGS	01632900	2017-02-24 11:15	EST	498	A	0.7	A	10.5	A",,,,,,,
"USGS	01632900	2017-02-24 11:30	EST	499	A	0.8	A	10.7	A",,,,,,,
"USGS	01632900	2017-02-24 11:45	EST	499	A	1.0	A	10.9	A",,,,,,,
"USGS	01632900	2017-02-24 12:00	EST	499	A	0.9	A	11.0	A",,,,,,,
"USGS	01632900	2017-02-24 12:15	EST	499	A	1.0	A	11.1	A",,,,,,,
"USGS	01632900	2017-02-24 12:30	EST	499	A	0.8	A	11.3	A",,,,,,,
"USGS	01632900	2017-02-24 12:45	EST	499	A	0.8	A	11.4	A",,,,,,,
"USGS	01632900	2017-02-24 13:00	EST	500	A	1.3	A	11.5	A",,,,,,,
"USGS	01632900	2017-02-24 13:15	EST	500	A	1.1	A	11.6	A",,,,,,,
"USGS	01632900	2017-02-24 13:30	EST	498	A	1.4	A	11.6	A",,,,,,,
"USGS	01632900	2017-02-24 13:45	EST	498	A	0.9	A	11.7	A",,,,,,,
"USGS	01632900	2017-02-24 14:00	EST	497	A	0.8	A	11.8	A",,,,,,,
